"cv","model","bias","mse","rmse","mae","rrmse","rmae","ef","r","r2","d","cc","a","b","mi.sim","sd.sim","cv.sim","mi.obs","sd.obs","cv.obs","n"
"CTC2","t.ad",-0.281,1.9229805,1.38671572429247,1.3195,0.0801801517370612,0.0747485278334135,0.487181268459195,0.733651380576213,0.538244348221383,0.776211442414506,0.615905949333626,9.90299032288175,0.411159854126525,17.014,1.25312915003469,0.0736528241468609,17.295,2.23601580197159,0.129286834459184,4
